,Unnamed: 0,No,year,month,day,hour,season,AQI,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
4136,47960,47961,2015,6,22,8,2,171,147,110,128,93,17,68,1007,23,cv,0.89,0,0
4137,47961,47962,2015,6,22,9,2,176,125,96,109,79,17,57,1007,26,cv,1.78,0,0
4138,47962,47963,2015,6,22,10,2,172,114,94,105,71,16,50,1007,27,cv,3.57,0,0
4139,47963,47964,2015,6,22,11,2,142,103,88,99,73,18,51,1006,29,SE,1.79,0,0
4140,47964,47965,2015,6,22,12,2,121,83,73,80,66,17,48,1006,29,SE,4.92,0,0
4141,47965,47966,2015,6,22,13,2,100,79,62,69,60,16,40,1005,31,SE,8.05,0,0
4142,47966,47967,2015,6,22,14,2,92,61,57,61,49,16,40,1004,31,SE,12.97,0,0
4143,47967,47968,2015,6,22,15,2,104,66,53,58,56,15,37,1004,31,SE,17.89,0,0
4144,47968,47969,2015,6,22,16,2,109,68,49,57,62,16,42,1004,30,SE,22.81,0,0
4145,47969,47970,2015,6,22,17,2,108,80,64,75,64,14,37,1004,30,SE,27.73,0,0
4146,47970,47971,2015,6,22,18,2,113,97,86,88,77,17,48,1004,29,SE,31.75,0,0
4147,47971,47972,2015,6,22,19,2,121,104,86,94,87,17,51,1004,28,SE,33.54,0,0
4148,47972,47973,2015,6,22,20,2,120,110,96,103,92,16,50,1005,27,SE,36.67,0,0
4149,47973,47974,2015,6,22,21,2,125,117,107,108,98,16,54,1005,26,SE,38.46,0,0
4150,47974,47975,2015,6,22,22,2,131,126,111,112,103,17,61,1006,25,SE,40.25,0,0
4151,47975,47976,2015,6,22,23,2,124,145,136,128,120,17,61,1006,25,SE,42.04,0,0
4152,47976,47977,2015,6,23,0,2,115,171,166,162,145,17,61,1007,25,SE,43.83,0,0
4153,47977,47978,2015,6,23,1,2,110,215,196,219,182,18,65,1007,25,SE,47.85,0,0
4154,47978,47979,2015,6,23,2,2,122,250,246,247,234,18,69,1007,24,SE,49.64,0,0
4155,47979,47980,2015,6,23,3,2,127,286,261,266,238,19,73,1007,24,SE,52.77,0,0
4156,47980,47981,2015,6,23,4,2,131,288,283,298,258,19,78,1007,23,SE,56.79,0,0
4157,47981,47982,2015,6,23,5,2,144,301,259,278,228,18,73,1007,23,SE,57.68,0,0
4158,47982,47983,2015,6,23,6,2,161,296,283,298,240,19,78,1008,23,cv,0.89,0,0
4159,47983,47984,2015,6,23,7,2,171,289,294,299,246,19,78,1008,23,cv,1.78,0,0
4160,47984,47985,2015,6,23,8,2,173,278,264,288,204,19,69,1008,25,cv,2.67,0,0
4161,47985,47986,2015,6,23,9,2,165,282,257,282,212,19,69,1008,25,SE,1.79,0,0
4162,47986,47987,2015,6,23,10,2,150,274,249,254,205,19,65,1008,26,SE,3.58,0,0
4163,47987,47988,2015,6,23,11,2,131,258,212,236,172,20,65,1008,27,SE,5.37,0,0
4164,47988,47989,2015,6,23,12,2,111,230,194,206,146,20,61,1007,28,SE,8.5,0,0
4165,47989,47990,2015,6,23,13,2,90,201,167,184,131,20,58,1007,29,SE,11.63,0,0
4166,47990,47991,2015,6,23,14,2,70,183,155,172,116,20,52,1006,31,SE,14.76,0,0
4167,47991,47992,2015,6,23,15,2,61,150,137,140,110,19,48,1006,31,SE,18.78,0,0
4168,47992,47993,2015,6,23,16,2,63,113,108,118,92,19,48,1005,31,SE,23.7,0,0
4169,47993,47994,2015,6,23,17,2,74,90,81,85,77,19,48,1005,31,SE,28.62,0,0
4170,47994,47995,2015,6,23,18,2,79,97,83,92,79,17,43,1005,31,SE,34.43,0,0
4171,47995,47996,2015,6,23,19,2,72,98,85,97,88,16,42,1005,30,SE,38.45,0,0
4172,47996,47997,2015,6,23,20,2,74,92,77,89,78,17,48,1006,29,SE,40.24,0,0
4173,47997,47998,2015,6,23,21,2,75,94,77,90,81,17,48,1006,29,SE,42.03,0,0
4174,47998,47999,2015,6,23,22,2,74,122,103,119,101,17,51,1006,28,SE,43.82,0,0
4175,47999,48000,2015,6,23,23,2,75,165,127,150,121,18,57,1006,27,SE,46.95,0,0
4176,48000,48001,2015,6,24,0,2,66,178,144,159,128,19,61,1006,27,SE,48.74,0,0
4177,48001,48002,2015,6,24,1,2,75,142,116,127,103,19,61,1006,27,SE,51.87,0,0
4178,48002,48003,2015,6,24,2,2,101,90,71,84,75,18,57,1006,27,SE,56.79,0,0
4179,48003,48004,2015,6,24,3,2,109,85,73,89,75,18,61,1005,26,SE,60.81,0,0
4180,48004,48005,2015,6,24,4,2,112,93,78,89,80,17,61,1006,25,SE,63.94,0,0
4181,48005,48006,2015,6,24,5,2,115,117,93,105,88,17,61,1005,25,SE,67.07,0,0
4182,48006,48007,2015,6,24,6,2,129,131,108,126,101,18,69,1006,24,SE,68.86,0,0
4183,48007,48008,2015,6,24,7,2,141,148,123,137,112,18,65,1006,25,SE,70.65,0,0
4184,48008,48009,2015,6,24,8,2,147,151,130,141,106,19,65,1006,26,SE,72.44,0,0
4186,48010,48011,2015,6,24,10,2,138,145,125,135,110,19,65,1006,26,cv,3.13,0,0
4187,48011,48012,2015,6,24,11,2,127,148,130,144,118,19,61,1006,27,NW,3.13,0,0
4188,48012,48013,2015,6,24,12,2,113,144,128,147,118,19,65,1006,26,SE,1.79,0,0
4189,48013,48014,2015,6,24,13,2,97,127,121,140,115,19,65,1005,26,cv,1.79,0,0
4190,48014,48015,2015,6,24,14,2,88,90,92,95,77,20,73,1005,25,SE,3.13,0,0
4191,48015,48016,2015,6,24,15,2,93,69,67,76,61,19,69,1005,25,SE,6.26,0,0
4192,48016,48017,2015,6,24,16,2,100,71,71,72,61,19,69,1005,25,cv,0.89,0,0
4193,48017,48018,2015,6,24,17,2,110,69,67,75,66,19,69,1004,25,SE,1.79,0,0
4194,48018,48019,2015,6,24,18,2,125,78,69,70,67,19,69,1004,25,SE,3.58,0,0
4195,48019,48020,2015,6,24,19,2,137,87,71,76,71,19,69,1004,25,SE,5.37,0,0
4196,48020,48021,2015,6,24,20,2,147,90,71,75,71,18,69,1004,24,SE,7.16,0,0
4197,48021,48022,2015,6,24,21,2,161,81,78,76,70,19,73,1005,24,NE,0.89,0,0
4198,48022,48023,2015,6,24,22,2,174,81,82,84,81,19,78,1005,23,cv,0.89,0,0
4199,48023,48024,2015,6,24,23,2,181,91,80,88,81,19,78,1004,23,cv,1.78,0,0
4200,48024,48025,2015,6,25,0,2,192,95,88,96,80,18,73,1004,23,cv,2.67,0,0
4201,48025,48026,2015,6,25,1,2,185,100,92,98,85,18,73,1004,23,SE,1.79,0,0
4202,48026,48027,2015,6,25,2,2,174,102,92,102,90,19,78,1003,23,SE,3.58,0,0
4203,48027,48028,2015,6,25,3,2,167,109,104,111,97,19,78,1003,23,cv,0.89,0,0
4204,48028,48029,2015,6,25,4,2,167,114,111,117,104,19,78,1003,23,cv,1.78,0,0
4206,48030,48031,2015,6,25,6,2,169,137,135,132,116,19,78,1003,23,SE,1.79,0,0
4207,48031,48032,2015,6,25,7,2,181,146,145,150,129,19,78,1003,23,SE,2.68,0,0
4208,48032,48033,2015,6,25,8,2,182,151,158,161,136,20,83,1003,23,cv,0.89,0,0
4209,48033,48034,2015,6,25,9,2,171,162,159,167,133,20,78,1003,24,cv,1.78,0,0
4210,48034,48035,2015,6,25,10,2,153,183,161,172,122,20,73,1002,25,cv,2.67,0,0
4211,48035,48036,2015,6,25,11,2,133,199,161,169,129,19,69,1002,25,cv,3.56,0,0
4212,48036,48037,2015,6,25,12,2,122,173,139,153,108,20,69,1002,26,SE,3.13,0,0
4213,48037,48038,2015,6,25,13,2,125,140,124,134,100,19,65,1001,26,SE,6.26,0,0
4214,48038,48039,2015,6,25,14,2,136,62,56,59,46,18,57,1000,27,SE,9.39,0,0
4215,48039,48040,2015,6,25,15,2,144,72,78,78,60,18,61,1000,26,SE,12.52,0,0
4216,48040,48041,2015,6,25,16,2,158,89,89,96,74,18,57,1000,27,SE,15.65,0,0
4217,48041,48042,2015,6,25,17,2,168,97,69,85,69,18,61,999,26,SE,17.44,0,0
4218,48042,48043,2015,6,25,18,2,174,92,66,78,63,18,57,999,27,SE,19.23,0,0
4219,48043,48044,2015,6,25,19,2,188,89,72,87,73,19,65,999,26,cv,0.89,0,0
4220,48044,48045,2015,6,25,20,2,209,105,87,89,78,20,69,999,26,cv,1.78,0,0
4221,48045,48046,2015,6,25,21,2,215,107,89,101,85,20,73,1000,25,cv,2.67,0,0
4222,48046,48047,2015,6,25,22,2,204,121,101,114,99,19,69,1000,25,SE,1.79,0.1,0.1
4223,48047,48048,2015,6,25,23,2,177,129,107,124,110,20,78,1000,24,SE,3.58,0,0
4224,48048,48049,2015,6,26,0,2,175,123,105,120,94,20,78,999,24,cv,0.89,0,0
4239,48063,48064,2015,6,26,15,2,85,139,115,131,87,21,65,999,28,SE,6.26,0,0
4240,48064,48065,2015,6,26,16,2,81,127,124,127,91,21,65,999,28,SE,9.39,0,0
4241,48065,48066,2015,6,26,17,2,77,126,119,130,87,21,65,999,28,SE,12.52,0,0
4242,48066,48067,2015,6,26,18,2,78,111,133,124,102,21,65,999,28,SE,15.65,0,0
4243,48067,48068,2015,6,26,19,2,85,165,163,174,135,21,69,1001,27,SE,18.78,0,0
4244,48068,48069,2015,6,26,20,2,72,160,138,146,86,21,73,1002,26,SE,21.91,0,0
4245,48069,48070,2015,6,26,21,2,65,63,56,66,46,22,83,1002,25,SE,25.04,0,0
4246,48070,48071,2015,6,26,22,2,60,20,11,28,15,20,94,1002,21,NW,4.92,0,0
4247,48071,48072,2015,6,26,23,2,67,28,7,25,17,20,94,1002,21,cv,0.45,0,0
4248,48072,48073,2015,6,27,0,2,93,29,22,34,20,20,88,1003,22,NE,1.79,0,0
4251,48075,48076,2015,6,27,3,2,127,36,30,43,33,20,94,1003,21,NW,1.79,0,0
4254,48078,48079,2015,6,27,6,2,168,33,22,35,27,20,94,1004,21,NW,6.26,0,0
4256,48080,48081,2015,6,27,8,2,177,94,57,75,73,20,88,1005,22,cv,0.89,0,0
4258,48082,48083,2015,6,27,10,2,165,92,92,99,66,21,78,1006,25,cv,2.67,0,0
4259,48083,48084,2015,6,27,11,2,150,104,101,111,75,21,69,1006,27,cv,3.56,0,0
4260,48084,48085,2015,6,27,12,2,132,130,119,130,94,22,74,1006,27,cv,4.45,0,0
4261,48085,48086,2015,6,27,13,2,116,151,132,147,96,21,69,1005,27,cv,5.34,0,0
4262,48086,48087,2015,6,27,14,2,103,162,143,158,108,21,65,1006,28,cv,6.23,0,0
4263,48087,48088,2015,6,27,15,2,93,164,140,151,108,22,65,1005,29,cv,8.02,0,0
4264,48088,48089,2015,6,27,16,2,82,155,135,148,107,22,65,1005,29,SE,1.79,0,0
4265,48089,48090,2015,6,27,17,2,80,154,128,150,108,22,65,1005,29,SE,3.58,0,0
4266,48090,48091,2015,6,27,18,2,75,149,143,145,116,22,65,1005,29,SE,4.47,0,0
4267,48091,48092,2015,6,27,19,2,71,164,144,145,117,22,69,1005,28,SE,6.26,0,0
4268,48092,48093,2015,6,27,20,2,66,150,144,143,120,23,78,1006,27,SE,7.15,0,0
4269,48093,48094,2015,6,27,21,2,63,122,104,125,90,22,74,1006,27,SE,10.28,0,0
4270,48094,48095,2015,6,27,22,2,62,106,87,103,77,21,73,1007,26,SE,12.07,0,0
4271,48095,48096,2015,6,27,23,2,62,107,95,101,80,20,69,1007,26,SE,13.86,0,0
4272,48096,48097,2015,6,28,0,2,78,118,98,107,89,20,73,1007,25,cv,0.89,0,0
4273,48097,48098,2015,6,28,1,2,109,123,98,114,81,20,73,1007,25,cv,1.78,0,0
4274,48098,48099,2015,6,28,2,2,121,115,84,102,76,19,73,1007,24,cv,2.67,0,0
4275,48099,48100,2015,6,28,3,2,121,98,90,94,83,20,78,1007,24,SE,0.89,0,0
4276,48100,48101,2015,6,28,4,2,125,106,105,111,95,20,78,1007,24,SE,2.68,0,0
4277,48101,48102,2015,6,28,5,2,139,126,118,126,118,21,83,1007,24,SE,4.47,0,0
4278,48102,48103,2015,6,28,6,2,149,136,138,143,123,21,83,1008,24,SE,6.26,0,0
4279,48103,48104,2015,6,28,7,2,149,149,148,155,124,21,78,1008,25,SE,8.05,0,0
4280,48104,48105,2015,6,28,8,2,143,163,152,167,115,21,78,1008,25,SE,9.84,0,0
4281,48105,48106,2015,6,28,9,2,131,174,163,177,121,22,78,1008,26,SE,11.63,0,0
4282,48106,48107,2015,6,28,10,2,117,193,171,191,125,23,74,1008,28,SE,13.42,0,0
4283,48107,48108,2015,6,28,11,2,101,207,180,197,130,23,74,1007,28,cv,1.79,0,0
4284,48108,48109,2015,6,28,12,2,86,207,192,199,127,22,65,1007,29,SE,3.13,0,0
4285,48109,48110,2015,6,28,13,2,71,203,175,185,116,23,66,1006,30,SE,7.15,0,0
4286,48110,48111,2015,6,28,14,2,59,172,149,161,109,23,62,1005,31,SE,11.17,0,0
4287,48111,48112,2015,6,28,15,2,51,128,161,162,114,23,62,1005,31,SE,15.19,0,0
4288,48112,48113,2015,6,28,16,2,48,127,141,129,106,23,62,1004,31,SE,19.21,0,0
4289,48113,48114,2015,6,28,17,2,47,144,159,149,122,23,62,1003,31,SE,24.13,0,0
4290,48114,48115,2015,6,28,18,2,49,180,181,191,146,22,58,1003,31,SE,28.15,0,0
4291,48115,48116,2015,6,28,19,2,54,180,147,155,127,22,62,1004,30,SE,33.07,0,0
4292,48116,48117,2015,6,28,20,2,58,177,154,165,129,22,69,1004,28,SE,36.2,0,0
4293,48117,48118,2015,6,28,21,2,62,207,173,191,151,21,65,1005,28,SE,40.22,0,0
4294,48118,48119,2015,6,28,22,2,64,207,170,189,148,21,69,1004,27,SE,43.35,0,0
4295,48119,48120,2015,6,28,23,2,69,192,165,186,147,21,73,1004,26,SE,45.14,0,0
4296,48120,48121,2015,6,29,0,2,66,194,158,183,142,21,78,1004,25,cv,0.89,0,0
4297,48121,48122,2015,6,29,1,2,71,190,151,173,139,21,88,1004,23,NW,1.79,0,0
4298,48122,48123,2015,6,29,2,2,66,185,153,167,137,21,83,1003,24,SE,1.79,0,0
4299,48123,48124,2015,6,29,3,2,61,180,149,169,142,21,83,1003,24,cv,0.89,0,0
4300,48124,48125,2015,6,29,4,2,64,178,164,174,148,21,83,1003,24,SE,1.79,0,0
4301,48125,48126,2015,6,29,5,2,70,181,151,173,142,21,88,1003,23,cv,0.89,0,0
4302,48126,48127,2015,6,29,6,2,66,187,154,166,141,21,83,1003,24,SE,0.89,0,0
4303,48127,48128,2015,6,29,7,2,66,194,161,176,141,21,83,1003,24,cv,0.89,0,0
4304,48128,48129,2015,6,29,8,2,67,203,164,182,145,21,78,1004,25,cv,1.78,0,0
4305,48129,48130,2015,6,29,9,2,65,207,169,193,144,22,78,1003,26,SE,1.79,0,0
4308,48132,48133,2015,6,29,12,2,67,222,110,205,158,22,78,1004,26,NE,3.58,0,0
4309,48133,48134,2015,6,29,13,2,72,93,32,40,26,18,82,1005,21,NE,10.73,0,0
4310,48134,48135,2015,6,29,14,2,69,12,3,8,11,16,73,1005,21,NE,18.78,0.1,0.1
4311,48135,48136,2015,6,29,15,2,71,19,8,20,17,18,88,1006,20,SE,3.13,0,0
4312,48136,48137,2015,6,29,16,2,52,22,10,24,12,18,93,1007,19,cv,0.89,0,0
4313,48137,48138,2015,6,29,17,2,46,24,11,34,21,18,93,1007,19,cv,1.78,0,0
4314,48138,48139,2015,6,29,18,2,46,29,13,27,26,18,93,1008,19,cv,2.67,0,0
4315,48139,48140,2015,6,29,19,2,45,32,16,24,22,18,93,1008,19,SE,3.13,0,0
4316,48140,48141,2015,6,29,20,2,45,21,7,17,15,17,88,1009,19,NW,1.79,0,0
4317,48141,48142,2015,6,29,21,2,45,23,13,20,19,18,88,1009,20,NW,4.92,0,0
4318,48142,48143,2015,6,29,22,2,44,28,14,31,19,18,88,1009,20,NW,8.05,0,0
4319,48143,48144,2015,6,29,23,2,43,33,15,30,24,17,82,1008,20,NW,11.18,0,0
4320,48144,48145,2015,6,30,0,2,43,25,18,24,21,17,82,1008,20,NW,14.31,0,0
4321,48145,48146,2015,6,30,1,2,49,27,11,26,16,18,88,1007,20,NW,17.44,0,0
4322,48146,48147,2015,6,30,2,2,55,19,7,21,20,18,88,1007,20,NW,19.23,0,0
4323,48147,48148,2015,6,30,3,2,58,21,10,21,12,17,88,1006,19,NW,21.02,0,0
4324,48148,48149,2015,6,30,4,2,48,20,3,16,12,17,82,1006,20,NW,22.81,0,0
4325,48149,48150,2015,6,30,5,2,30,10,5,16,10,17,88,1006,19,NW,26.83,0,0
4326,48150,48151,2015,6,30,6,2,28,12,3,8,7,17,82,1006,20,NW,30.85,0.6,0.6
4327,48151,48152,2015,6,30,7,2,27,6,3,14,10,14,72,1006,19,NW,36.66,0.1,0.7
4328,48152,48153,2015,6,30,8,2,26,8,3,15,11,15,82,1006,18,NW,41.58,0.1,0.8
4329,48153,48154,2015,6,30,9,2,33,16,3,16,17,15,82,1006,18,NW,46.5,0.2,1
4330,48154,48155,2015,6,30,10,2,32,14,6,15,13,15,77,1006,19,NW,52.31,0,0
4331,48155,48156,2015,6,30,11,2,28,11,3,16,16,16,73,1005,21,NW,57.23,0,0
4332,48156,48157,2015,6,30,12,2,33,17,4,18,11,16,64,1004,23,NW,61.25,0,0
4333,48157,48158,2015,6,30,13,2,36,12,3,11,9,15,53,1003,25,SE,4.92,0,0
4353,48177,48178,2015,7,1,9,2,56,21,21,23,16,16,50,998,27,NW,13.41,0,0
4354,48178,48179,2015,7,1,10,2,53,16,7,22,11,15,42,997,29,NW,15.2,0,0
4355,48179,48180,2015,7,1,11,2,56,16,4,18,9,13,35,997,30,SE,1.79,0,0
4356,48180,48181,2015,7,1,12,2,45,10,3,20,14,12,31,997,31,SE,3.58,0,0
4357,48181,48182,2015,7,1,13,2,58,10,3,5,9,15,33,996,33,cv,3.13,0,0
4358,48182,48183,2015,7,1,14,2,63,7,6,17,15,11,29,996,31,NW,4.02,0,0
4359,48183,48184,2015,7,1,15,2,65,11,3,19,14,11,29,996,31,cv,3.13,0,0
4360,48184,48185,2015,7,1,16,2,66,7,3,19,11,14,37,996,30,NW,4.02,0,0
4361,48185,48186,2015,7,1,17,2,76,11,3,15,11,16,57,998,25,NE,4.92,1.1,1.1
4362,48186,48187,2015,7,1,18,2,70,17,3,26,15,19,78,999,23,cv,0.89,0,0
4363,48187,48188,2015,7,1,19,2,76,17,3,17,7,15,57,999,24,NE,3.13,0,0
4364,48188,48189,2015,7,1,20,2,79,12,3,19,6,15,60,1000,23,NW,3.13,0,0
4365,48189,48190,2015,7,1,21,2,80,11,3,8,7,13,56,1000,22,NW,4.92,0.1,0.1
4366,48190,48191,2015,7,1,22,2,76,10,3,10,7,12,46,1001,24,NW,8.05,0,0
4367,48191,48192,2015,7,1,23,2,60,8,3,13,5,12,49,1001,23,NW,12.07,0,0
4368,48192,48193,2015,7,2,0,2,61,6,3,6,5,12,49,1001,23,NW,16.09,0,0
4369,48193,48194,2015,7,2,1,2,67,7,3,7,7,13,68,1002,19,NW,17.88,0,0
4370,48194,48195,2015,7,2,2,2,72,7,3,7,5,12,59,1002,20,cv,0.89,0,0
4371,48195,48196,2015,7,2,3,2,75,6,3,8,7,13,72,1002,18,NW,1.79,0,0
4372,48196,48197,2015,7,2,4,2,77,7,3,5,5,12,77,1002,16,NW,4.92,0,0
4373,48197,48198,2015,7,2,5,2,75,10,12,10,4,13,82,1002,16,NW,8.94,0,0
4374,48198,48199,2015,7,2,6,2,85,12,3,6,6,14,68,1003,20,NW,13.86,0,0
4375,48199,48200,2015,7,2,7,2,81,9,3,11,7,14,56,1003,23,NE,1.79,0,0
4376,48200,48201,2015,7,2,8,2,82,9,3,15,6,15,50,1003,26,NW,1.79,0,0
4377,48201,48202,2015,7,2,9,2,85,7,3,10,7,14,44,1003,27,cv,0.89,0,0
4378,48202,48203,2015,7,2,10,2,104,3,3,13,5,14,39,1003,29,NW,1.79,0,0
4379,48203,48204,2015,7,2,11,2,119,7,9,8,5,11,30,1002,30,NW,6.71,0,0
4380,48204,48205,2015,7,2,12,2,128,9,6,12,6,10,25,1002,32,NW,12.52,0,0
4381,48205,48206,2015,7,2,13,2,132,7,12,16,6,10,25,1001,32,NW,18.33,0,0
4382,48206,48207,2015,7,2,14,2,132,8,9,7,8,13,29,1001,33,cv,0.89,0,0
4383,48207,48208,2015,7,2,15,2,141,7,7,12,4,9,21,1000,34,cv,1.78,0,0
4384,48208,48209,2015,7,2,16,2,100,3,3,5,3,8,21,1000,33,NW,4.92,0,0
4385,48209,48210,2015,7,2,17,2,80,3,3,3,3,6,17,1000,34,NW,9.84,0,0
4386,48210,48211,2015,7,2,18,2,74,5,3,14,4,8,22,1001,32,NW,15.65,0,0
4387,48211,48212,2015,7,2,19,2,71,10,3,10,7,7,23,1001,30,NW,20.57,0,0
4388,48212,48213,2015,7,2,20,2,71,15,12,14,10,7,29,1002,26,NE,1.79,0,0
4390,48214,48215,2015,7,2,22,2,94,38,21,19,30,11,46,1004,23,NE,6.71,0,0
4393,48217,48218,2015,7,3,1,2,106,25,84,24,31,12,56,1006,21,SE,3.58,0,0
4395,48219,48220,2015,7,3,3,2,106,16,22,25,22,14,77,1007,18,cv,1.78,0,0
4398,48222,48223,2015,7,3,6,2,93,31,14,30,41,14,68,1009,20,cv,0.89,0,0
4399,48223,48224,2015,7,3,7,2,88,34,22,46,45,12,49,1009,23,cv,1.78,0,0
4400,48224,48225,2015,7,3,8,2,89,16,5,19,13,10,38,1010,25,NE,3.13,0,0
4402,48226,48227,2015,7,3,10,2,94,9,3,13,9,10,32,1010,28,cv,0.89,0,0
4403,48227,48228,2015,7,3,11,2,106,14,3,13,7,11,34,1009,28,cv,1.78,0,0
4404,48228,48229,2015,7,3,12,2,116,19,3,17,11,9,28,1009,29,cv,3.57,0,0
4405,48229,48230,2015,7,3,13,2,127,33,3,35,19,10,28,1008,30,SE,3.13,0,0
4406,48230,48231,2015,7,3,14,2,128,45,3,39,32,11,29,1007,31,cv,1.79,0,0
4407,48231,48232,2015,7,3,15,2,122,45,48,44,39,10,28,1007,30,SE,3.13,0,0
4408,48232,48233,2015,7,3,16,2,122,37,3,37,35,12,31,1006,31,SE,7.15,0,0
4409,48233,48234,2015,7,3,17,2,121,31,11,36,31,11,29,1006,31,SE,11.17,0,0
4410,48234,48235,2015,7,3,18,2,122,27,3,32,25,11,30,1006,30,SE,15.19,0,0
4411,48235,48236,2015,7,3,19,2,132,27,3,29,27,11,32,1007,29,SE,19.21,0,0
4412,48236,48237,2015,7,3,20,2,143,33,3,36,28,13,41,1007,27,SE,24.13,0,0
4413,48237,48238,2015,7,3,21,2,163,34,7,35,30,14,47,1008,26,SE,29.05,0,0
4414,48238,48239,2015,7,3,22,2,165,22,3,28,23,12,46,1009,24,SE,32.18,0,0
4415,48239,48240,2015,7,3,23,2,161,18,3,18,15,10,41,1010,24,SE,37.1,0,0
4416,48240,48241,2015,7,4,0,2,158,21,3,22,21,11,49,1010,22,SE,38.89,0,0
4417,48241,48242,2015,7,4,1,2,222,14,30,21,15,12,56,1010,21,SE,39.78,0,0
4418,48242,48243,2015,7,4,2,2,227,16,3,17,19,13,64,1010,20,SE,41.57,0,0
4419,48243,48244,2015,7,4,3,2,232,16,3,17,20,14,68,1010,20,SE,42.46,0,0
4420,48244,48245,2015,7,4,4,2,231,21,8,18,30,14,68,1010,20,SE,45.59,0,0
4421,48245,48246,2015,7,4,5,2,224,21,3,27,28,15,72,1011,20,cv,0.89,0,0
4422,48246,48247,2015,7,4,6,2,221,25,3,39,32,15,72,1010,20,SE,1.79,0,0
4423,48247,48248,2015,7,4,7,2,226,30,3,35,31,15,64,1010,22,SE,3.58,0,0
4427,48251,48252,2015,7,4,11,2,86,21,3,22,29,14,53,1010,24,SE,3.58,0,0
4507,48331,48332,2015,7,7,19,2,124,60,53,52,46,15,37,1007,31,SE,22.34,0,0
4508,48332,48333,2015,7,7,20,2,125,59,57,56,48,15,42,1007,29,SE,26.36,0,0
4509,48333,48334,2015,7,7,21,2,135,65,67,64,59,15,45,1008,28,SE,30.38,0,0
4510,48334,48335,2015,7,7,22,2,148,71,73,71,61,17,54,1009,27,SE,33.51,0,0
4511,48335,48336,2015,7,7,23,2,154,81,83,77,71,17,57,1009,26,SE,36.64,0,0
4512,48336,48337,2015,7,8,0,2,153,93,94,83,75,17,61,1009,25,SE,38.43,0,0
4513,48337,48338,2015,7,8,1,2,154,108,101,96,79,18,73,1010,23,NE,0.89,0,0
4514,48338,48339,2015,7,8,2,2,153,125,108,104,96,19,78,1010,23,SE,1.79,0,0
4515,48339,48340,2015,7,8,3,2,160,136,131,124,114,19,78,1010,23,SE,3.58,0,0
4516,48340,48341,2015,7,8,4,2,172,152,143,142,130,19,83,1010,22,SE,5.37,0,0
4517,48341,48342,2015,7,8,5,2,182,163,167,160,151,19,83,1010,22,SE,7.16,0,0
4518,48342,48343,2015,7,8,6,2,186,182,168,166,150,20,88,1011,22,SE,8.95,0,0
4519,48343,48344,2015,7,8,7,2,179,193,181,178,149,20,83,1011,23,SE,10.74,0,0
4520,48344,48345,2015,7,8,8,2,184,198,183,186,140,20,73,1011,25,SE,12.53,0,0
4521,48345,48346,2015,7,8,9,2,165,196,174,182,119,21,73,1011,26,SE,14.32,0,0
4522,48346,48347,2015,7,8,10,2,160,196,170,179,120,21,65,1011,28,SE,16.11,0,0
4523,48347,48348,2015,7,8,11,2,161,179,164,164,108,21,58,1011,30,cv,1.79,0,0
4524,48348,48349,2015,7,8,12,2,168,152,138,143,105,20,55,1010,30,SE,3.13,0,0
4525,48349,48350,2015,7,8,13,2,154,135,128,132,98,20,49,1010,32,cv,1.79,0,0
4574,48398,48399,2015,7,10,14,2,67,50,42,41,40,17,38,1010,33,SE,11.18,0,0
4575,48399,48400,2015,7,10,15,2,59,55,48,45,51,17,38,1009,33,SE,16.1,0,0
4576,48400,48401,2015,7,10,16,2,59,64,56,58,56,18,41,1008,33,SE,21.02,0,0
4577,48401,48402,2015,7,10,17,2,61,58,52,52,51,18,41,1007,33,SE,25.04,0,0
4578,48402,48403,2015,7,10,18,2,59,63,53,57,56,18,43,1007,32,SE,29.06,0,0
4579,48403,48404,2015,7,10,19,2,60,76,60,55,65,18,45,1007,31,SE,33.08,0,0
4580,48404,48405,2015,7,10,20,2,63,64,57,50,51,18,48,1008,30,SE,37.1,0,0
4581,48405,48406,2015,7,10,21,2,94,83,78,66,64,19,54,1008,29,SE,41.12,0,0
4582,48406,48407,2015,7,10,22,2,108,84,78,69,69,19,58,1009,28,SE,44.25,0,0
4583,48407,48408,2015,7,10,23,2,97,79,73,61,62,19,61,1009,27,SE,47.38,0,0
4584,48408,48409,2015,7,11,0,2,100,82,79,63,63,19,65,1009,26,NE,1.79,0,0
4585,48409,48410,2015,7,11,1,2,101,83,76,68,61,19,65,1009,26,NE,3.58,0,0
4586,48410,48411,2015,7,11,2,2,98,88,80,67,70,19,69,1009,25,SE,1.79,0,0
4587,48411,48412,2015,7,11,3,2,100,96,94,82,79,19,73,1009,24,SE,2.68,0,0
4588,48412,48413,2015,7,11,4,2,100,109,121,100,101,20,83,1009,23,SE,3.57,0,0
4589,48413,48414,2015,7,11,5,2,99,132,125,119,110,20,83,1009,23,cv,0.89,0,0
4590,48414,48415,2015,7,11,6,2,100,143,138,131,121,20,83,1009,23,cv,1.78,0,0
4591,48415,48416,2015,7,11,7,2,80,155,144,134,100,20,69,1009,26,cv,2.67,0,0
4592,48416,48417,2015,7,11,8,2,65,161,136,139,101,21,69,1010,27,SE,1.79,0,0
